L_profile,qa,qb,W_profile_coeff_bin,W_canonical_coeff_bin,difference
0.0,0.0,0.25,-79.31816599733209,-79.31816599733209,0.0
0.0,0.25,0.5,36.66896179330968,36.66896179330968,0.0
0.0,0.5,1.0,26.419297496388054,26.419297496388054,0.0
0.0,1.0,2.0,16.16963319946641,16.16963319946641,0.0
0.0,2.0,4.0,5.91996890254479,5.91996890254479,0.0
0.0,4.0,8.0,-4.329695394376838,-4.329695394376838,0.0
1.3862943611198906,0.0,0.25,-79.31816599733209,-79.31816599733209,0.0
1.3862943611198906,0.25,0.5,36.66896179330968,36.66896179330968,0.0
1.3862943611198906,0.5,1.0,26.419297496388054,26.419297496388054,0.0
1.3862943611198906,1.0,2.0,16.16963319946641,16.16963319946641,0.0
1.3862943611198906,2.0,4.0,5.91996890254479,5.91996890254479,0.0
1.3862943611198906,4.0,8.0,-4.329695394376838,-4.329695394376838,0.0
0.8266785731844679,0.0,0.25,-79.31816599733209,-79.31816599733209,0.0
0.8266785731844679,0.25,0.5,36.66896179330968,36.66896179330968,0.0
0.8266785731844679,0.5,1.0,26.419297496388054,26.419297496388054,0.0
0.8266785731844679,1.0,2.0,16.16963319946641,16.16963319946641,0.0
0.8266785731844679,2.0,4.0,5.91996890254479,5.91996890254479,0.0
0.8266785731844679,4.0,8.0,-4.329695394376838,-4.329695394376838,0.0
